title,start_year,end_year,genre,summary_tvmaze,summary_imdb,rating_tvmaze,rating_imdb,votes,run_time,language,actors,status
The Tudors,2007,2010,"Drama, History, Romance","Jonathan Rhys Meyers stars in this original, history-based drama series as the young, vibrant King Henry VIII, a competitive and lustful monarch who navigates the intrigues of the English court and the human heart with equal vigor and justifiable suspicion.",A dramatic series about the reign and marriages of King Henry VIII.,7.9,8.1,70514,60,English,"Jonathan Rhys Meyers, Henry Cavill, Anthony Brophy, James Frain",Ended
Pose,2018,2021,Drama,"Pose explores the juxtaposition of several segments of life and society: the underground ball culture, the rise of the luxury Trump-era universe and the downtown social and literary scene that came to define New York in the 1980s.","In the New York of the late 80s and early 90s, this is a story of ball culture and the gay and trans community, the raging AIDS crisis and capitalism.",7.8,8.6,23179,60,English,"Michaela Jaé (MJ) Rodriguez, Dominique Jackson, Indya Moore, Angel Bismark Curiel",Ended
Emily in Paris,2020,,"Comedy, Drama, Romance","After landing her dream job in Paris, Chicago marketing exec Emily Cooper embraces her adventurous new life while juggling work, friends and romance.",A young American woman from the Midwest is hired by a marketing firm in Paris to provide them with an American perspective on things.,6.7,7.0,55757,30,English,"Lily Collins, Philippine Leroy-Beaulieu, Ashley Park, Lucas Bravo",Running
The Affair,2014,2019,Drama,"At once deeply observed and intriguingly elusive, The Affair explores the emotional effects of an extramarital relationship.Noah is a New York City schoolteacher and novelist who is happily married, but resents his dependence on his wealthy father-in-law. Alison is a young waitress trying to piece her life and marriage back together in the wake of a tragedy. The provocative drama unfolds when Alison and Noah meet in Montauk at the end of Long Island.",A struggling novelist and a young waitress strike up an extramarital relationship that promises to forever change the course of their lives.,7.6,7.9,42129,60,English,"Dominic West, Ruth Wilson, Maura Tierney, Julia Goldani Telles",Ended
The End of the F***ing World,2017,2019,"Adventure, Comedy, Crime","Based on the award-winning series of comic books by Charles Forsman, The End of the F***ing World invites viewers into the dark and confusing lives of teen outsiders James and Alyssa as they embark on a road trip to find Alyssa's father, who left home when she was a child.","James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a road trip in search of her real father.",7.7,8.1,157802,25,English,"Jessica Barden, Alex Lawther, Steve Oram, Christine Bottomley",Ended
Lost in Space,2018,2021,"Adventure, Drama, Family",Lost in Space is a remake of sci-fi master Irwin Allen's 1965 cult TV classic and is an epic but grounded science fiction saga focusing on an explorer family from Earth lost in an alien universe and the challenges they face in staying together against seemingly insurmountable odds.,"After crash-landing on an alien planet, the Robinson family fight against all odds to survive and escape, but they're surrounded by hidden dangers.",7.7,7.3,76255,60,English,"Maxwell Jenkins, Molly Parker, Toby Stephens, Taylor Russell",Ended
Wentworth,2013,2021,"Crime, Drama","Fans of the iconic Prisoner series which pushed boundaries over three decades ago and still today boasts a loyal following worldwide, will remember Bea Smith as gutsy and fearless, ruling Wentworth Correctional Center with an iron fist. But who was Bea Smith before prison? How did a wife and mother from the suburbs become a top dog without rival? Wentworth is a dynamic, often confronting, drama series that begins with Bea's early days in prison. Set in the present day, it is a modern adaptation of Prisoner contemporising legendary characters and their stories for today's audience. This ten-part series takes the viewer inside to an uncompromising environment exploring the politics of women in a world without men, and how such a threatening experience both challenges and often changes those confined and working behind the razor wire.",Bea Smith is locked up while awaiting trial for the attempted murder of her husband and must learn how life works in prison.,8.0,8.6,18080,45,English,"Kate Atkinson, Katrina Milosevic, Robbie Magasiva, Jacqueline Brennan",Ended
After Life,2019,2022,"Comedy, Drama","After Life centers on Tony, who had a perfect life. But after his wife Lisa suddenly dies, Tony changes. After contemplating taking his own life, he decides instead to live long enough to punish the world by saying and doing whatever he likes from now on. He thinks it's like a Super Power — not caring about himself or anyone else — but it turns out to be tricky when everyone is trying to save the nice guy they used to know.","After Tony's wife dies unexpectedly, his nice-guy persona is altered into an impulsive, devil-may-care attitude; taking his old world by storm.",7.9,8.4,91972,30,English,"Ricky Gervais, Tom Basden, Tony Way, Diane Morgan",Ended
The Fresh Prince of Bel-Air,1990,1996,Comedy,"Will Smith plays a young man transplanted from the tough streets of Philadelphia to live with his wealthy Bel-Air relatives, causing everyone to adjust how they live and think.","A streetwise, poor young man from Philadelphia is sent by his mother to live with his aunt, uncle and cousins in their Bel-Air mansion.",7.9,7.9,125167,22,English,"Will Smith, James Avery, Alfonso Ribeiro, Tatyana Ali",Ended
Bates Motel,2013,2017,"Drama, Horror, Mystery","Bates Motel is a contemporary prequel to the genre-defining film Psycho, and gives viewers an intimate portrayal of how Norman Bates' psyche unravels through his teenage years.Following the tragic death of her husband, Norma Bates buys a motel on the outskirts of the idyllic coastal town of White Pine Bay, seeking a fresh start. As Norma and Norman get ensconced in their new home, they discover this town isn't quite what it seems, and the locals aren't so quick to let them in on their secrets. But the Bates' are done being pushed around and will do whatever it takes to survive - and will do whatever it takes to protect their own secrets.","A contemporary prequel to Psycho, giving a portrayal of how Norman Bates' psyche unravels through his teenage years, and how deeply intricate his relationship with his mother, Norma, truly is.",7.9,8.1,100394,45,English,"Vera Farmiga, Freddie Highmore, Max Thieriot, Nicola Peltz",Ended
Biohackers,2020,,"Drama, Sci-Fi, Thriller",A medical student enters a top German university on a secret mission to uncover a conspiracy linking a family tragedy to a visionary biology professor.,A fast-paced thriller following medical student Mia Akerlund who discovers the use of highly advanced biohacking technology in her university town.,6.8,6.8,7563,44,German,"Luna Wedler, Jessica Schwarz, Adrian Julius Tillmann, Caro Cult",To Be Determined
The IT Crowd,2006,2013,Comedy,"The comedic misadventures of Roy, Moss and their grifting supervisor Jen, a rag-tag team of IT support workers at a large corporation headed by a hotheaded yuppie.","The comedic misadventures of Roy, Moss and their grifting supervisor Jen, a rag-tag team of IT support workers at a large corporation headed by a hotheaded yuppie.",8.7,8.5,138970,25,English,"Chris O'Dowd, Richard Ayoade, Katherine Parkinson, Matt Berry",Ended
Californication,2007,2014,"Comedy, Drama",Californication is a series based around the writer Hank Moody. He moves to California and suffers a writers block as well as many other family and personal issues. His drinking and generally unhealthy lifestyle interrupts his relationships with his long term lover Karen and his daughter Becca as he struggles with his manager Charlie Runkle.,"A writer tries to juggle his career, his relationship with his daughter and his ex-girlfriend, as well as his appetite for beautiful women.",7.8,8.3,174076,28,English,"David Duchovny, Natascha McElhone, Evan Handler, Pamela Adlon",Ended
Beastars,2019,,"Animation, Crime, Drama","In a world populated by anthropomorphic animals, herbivores and carnivores coexist with each other. For the adolescences of Cherryton Academy, school life is filled with hope, romance, distrust, and uneasiness.<br /><br />The main character is Regoshi the wolf, a member of the drama club. Despite his menacing appearance, he has a very gentle heart. Throughout most of his life, he has always been an object of fear and hatred by other animals, and he's been quite accustomed to that lifestyle. But soon, he finds himself becoming more involved with his fellow classmates who have their own share of insecurities and finds his life in school changing slowly.","In a world of anthropomorphic animals, a reclusive wolf's complicated relationship with a kindly rabbit is tested by a classmate's murder, a charismatic deer's influence, and his own burgeoning predatory instincts.",6.7,7.8,7429,23,Japanese,"Chikahiro Kobayashi, Jonah Scott, Daman Mills, Lara Jill Miller",Running
