title,start_year,end_year,genre,rating,votes,plot_summary,run_time,gross,production_type,actors,director
7 Ilui Wangbi,2017,,"['Drama', 'Romance']",7.8,388,"Kyung is the daughter of a powerful politician during the Joseon Dynasty. She falls in love with Crown Prince Lee Yuk, who lives under the tyranny of his half-brother, King Yeon San Gun. ...",,,,"['Hyun-Sung Jang', 'Do Ji-Won', 'Dong-geon Lee', 'Eun-seo Son']",
7 Guardians of the Tomb,2018,,"['Action', 'Adventure', 'Horror']",4.5,3681,"An innocent discovery of a well-preserved mummified Chinese Emperor from 200 B.C. unearths a two-thousand-year-old nightmare, a secret that should have remained buried.",90,,,"['Bingbing Li', 'Kellan Lutz', 'Kelsey Grammer', 'Chun Wu']",['Kimble Rendall']
Criminal: France,2019,Ongoing,"['Crime', 'Drama', 'Mystery']",7.2,3576,"Secrets emerge and entire cases unravel inside a police interview room in Paris, where suspects and investigators face off in an intricate dance.",39,,Series,"['Margot Bancilhon', 'Laurent Lucas', 'Stéphane Jobert', 'Anne Azoulay']",
Night on Earth,2020,,['Documentary'],8.2,3690,"This nature series' new technology lifts night's veil to reveal the hidden lives of the world's creatures, from lions on the hunt to bats on wings.",290,,,"['Alessandra Mastronardi', 'Samira Wiley', 'Beren Saat']",
Asobi Asobase,2018,Ongoing,"['Animation', 'Comedy']",7.9,875,"Three girls form a school club. They play games, but the outcomes often alarm them.",24,,Series,"['Hina Kino', 'Rika Nagae', 'Konomi Kohara', 'Maki Izawa']",
Love Per Square Foot,2018,,"['Comedy', 'Romance']",7.2,7730,"Individually, Sanjay and Karina don't earn enough to be able to buy a home, so they enter into a marriage of convenience.",133,,,"['Vicky Kaushal', 'Angira Dhar', 'Alankrita Sahai', 'Raghuvir Yadav']",['Anand Tiwari']
Feed the Beast,2016,,"['Crime', 'Drama']",6.7,3309,Two friends open up a restaurant together.,60,,,"['David Schwimmer', 'Jim Sturgess', 'Lorenza Izzo', 'Michael Gladis']",
History 101,2020,Ongoing,"['Documentary', 'History']",6.8,3560,It is a new type of history show for a new type of audience: Big History delivered in an unadulterated hit of premium archive and jaw-dropping infographics.,22,,Series,"['Frankie Corzo', 'Natalie Silverman']",
From,2022,Ongoing,"['Horror', 'Sci-Fi']",,,"FROM unravels the mystery of a nightmarish town in middle America that traps all those who enter. As the unwilling residents fight to keep a sense of normalcy and search for a way out, they...",,,Series,"['Simon Webster', 'Eion Bailey', 'Hannah Cheramy', 'Pegah Ghafoori']",
Hôhokekyo tonari no Yamada-kun,1999,,"['Animation', 'Comedy', 'Family']",7.2,12928,The life and misadventures of a family in contemporary Japan.,104,,,"['Yukiji Asaoka', 'Tôru Masuoka', 'Masako Araki', 'Hayato Isohata']",['Isao Takahata']
Jinn,2014,,"['Fantasy', 'Horror', 'Thriller']",4.2,4638,A man turns to a mysterious pair and a shackled mental patient for help in combating an ancient family curse.,97,0.15,,"['Dominic Rains', 'Ray Park', 'William Atherton', 'Faran Tahir']",['Ajmal Zaheer Ahmad']
Ddo Oh Hae Yeong,2016,,"['Comedy', 'Fantasy', 'Romance']",7.9,1479,"A romantic television series about two women who not only share the same name Oh Hae Young but they also share a destiny with the same man, Park Do Kyung, who can see the future.",70,,,"['Eric Moon', 'Hyeon-jin Seo', 'Ji-won Ye', 'Ji-seok Kim']",
Ajji,2017,,"['Crime', 'Drama']",6.9,1016,Little Manda is found raped and dumped in a trash heap near her slum. Her parents are more concerned with survival than dignity. The cops are powerless to help as the rapist is a local ...,104,,,"['Sushama Deshpande', 'Smita Tambe', 'Sharvani Suryavanshi', 'Abhishek Banerjee']",['Devashish Makhija']
Indian Matchmaking,2020,Ongoing,"['Reality-TV', 'Romance']",6.2,2785,"Matchmaker Sima Taparia guides clients in the U.S. and India in the arranged marriage process, offering an inside look at the custom in a modern era.",,,Series,"['Sima Taparia', 'Vyasar M. Ganesan', 'Akshay Jakhete', 'Pradhyuman Maloo']",
Flint Town,2018,,"['Documentary', 'Crime']",7.9,3407,"Documentary following the police department in Flint, Michigan as they struggle with dwindling resources and crumbling infrastructure in a community crippled by violence and a contaminated water crisis.",45,,,"['Tim Johnson', 'Bridgette Balasko', 'Robert Frost', 'Dion Reed']",
Elephant White,2011,,"['Action', 'Crime', 'Thriller']",5.1,10586,An assassin is hired by a businessman to avenge the murder of his daughter by white slave traders in Thailand.,91,,,"['Djimon Hounsou', 'Markus Waldow', 'Kevin Bacon', 'Jirantanin Pitakporntrakul']",['Prachya Pinkaew']
Team Kaylie,2019,Ongoing,['Comedy'],4.5,270,A wealthy teenager tries to prove herself after she's forced outside of her comfort zone.,,,Series,"['Alison Fernandez', 'Bryana Salaz', 'Symera Jackson', 'Elie Samouhi']",
Gharabeeb Soud,2017,,"['Drama', 'Thriller', 'War']",5.6,239,A look at the lives of various members of an ISIS terrorist cell.,,,,"['Eman Abdelaziz', 'Shoaib Ahmed', 'Shadi Al Safadi', 'Mohammed Al-Ahmad']",
Headspace: Guide to Meditation,2021,,"['Documentary', 'Animation']",8.5,1259,"Over the course of eight animated episodes, Andy Puddicombe—former Buddhist monk and co-founder of the globally beloved Headspace meditation app—takes viewers through the benefits and science behind meditation.",173,,,['Andy Puddicombe'],
Pramface,2012,2014,['Comedy'],7.5,2408,"A girl from a middle-class family gets drunk one night and sleeps with a working-class boy, who also happens to be younger than she, and gets pregnant. But are there really feelings there?",,,Series,"['Sean Verey', 'Scarlett Alice Johnson', 'Yasmin Paige', 'Dylan Edwards']",
The Fix,2018,Ongoing,"['Comedy', 'Talk-Show']",7.1,1653,Host Jimmy Carr attempts to solve the world's biggest problems through comedy.,30,,Series,"['Jimmy Carr', 'D.L. Hughley', 'Katherine Ryan', 'Mona Chalabi']",
Schwarze Insel,2021,,"['Drama', 'Mystery', 'Thriller']",,,The dark secrets of a seemingly peaceful island threaten to swallow up an orphaned student when he grows close to a mysterious new teacher.,104,,TV Movie,"['Hanns Zischler', 'Alice Dwyer', 'Mercedes Müller', 'Philip Froissant']",['Miguel Alexandre']
Good Sam,2019,,['Comedy'],5.7,2651,"When a mysterious good samaritan leaves $100,000 cash on seemingly random doorsteps, New York City news reporter Kate Bradley sets out to discover the true identity and motive of ""Good Sam.""",89,,I,"['Tiya Sircar', 'Chad Connell', 'Marco Grazzini', 'Jesse Camacho']",['Kate Melville']
House of the Rising Sun,2011,,"['Action', 'Crime', 'Drama']",4.4,3438,"Ray, an ex-con, is starting a new life looking to stay out of trouble. One evening, on Ray's watch, the nightclub he works for is robbed and the owner's son is shot dead. As his criminal ...",90,,,"['Dave Bautista', 'Amy Smart', 'Dominic Purcell', 'Craig Fairbrass']",['Brian A. Miller']
Kuromukuro,2016,Ongoing,"['Animation', 'Action', 'Sci-Fi']",7.2,1165,"When mecha attack a research center, it's students, pilots, and researchers must fight back with the help of mysterious artifacts and a young samurai.",24,,Series,"['Johnny Yong Bosch', 'Bob Buchholz', 'Kira Buckland', 'Reba Buhr']",
Chocolate,2019,2020,"['Drama', 'Romance']",7.7,910,"Lee Kang is a neurosurgeon, who once dreamed of becoming a chef. As a child, Moon Cha Young once met Lee Kang at a small restaurant in the seaside town. There, Lee Kang cooked and gave her ...",70,,Series,"['Ha Ji-Won', 'Yoon Kyesang', 'Seung-jo Jang', 'Jin-Woong Min']",
Ore no imouto ga konna ni kawaii wake ga nai,2010,2013,"['Animation', 'Comedy', 'Drama']",6.4,1310,"Kyosuke Kosaka, a normal 17-year-old high school student living in Chiba, has not gotten along with his younger sister Kirino in years. For longer than he can remember, Kirino has ignored ...",25,,Series,"['Yûichi Nakamura', 'Ayana Taketatsu', 'Kana Hanazawa', 'Satomi Sato']",
Battlefish,2018,Ongoing,['Reality-TV'],7.1,385,"Over the course of the fishing season, a group of fishing boats pursues the lucrative albacore tuna in the competitive waters off the Oregon coast.",42,,Series,"['Justin Bradbury', 'William Harper', 'Bill Rehmke', 'Karl Travenshek']",
Shang hai bao lei,2019,,"['Action', 'Sci-Fi']",4.3,2131,"In 2035, aliens have wiped out mega cities around the globe to get their main source of energy, Xianteng. Will Shanghai be able to defend itself and maybe even launch a counterattack?",107,,,"['Shu Qi', 'Godfrey Gao', 'Han Lu', 'Liang Shi']",['Hua-Tao Teng']
The Booth at the End,2011,2012,"['Drama', 'Mystery']",8.3,4522,"Everyone wants something. There is a mysterious figure who sits in the booth at the end, who you make a deal with to get what you want. You do the task or you don't - that is up to you, but...",30,,Series,"['Xander Berkeley', 'Jennifer Del Rosario', 'Jenni Blong', 'Michelle Dunker']",
Tiny House Nation,2014,Ongoing,['Reality-TV'],7.1,963,Tiny House Nation takes renovation experts John Weisbarth and Zack Giffin across America to help design and construct tiny dream homes in spaces under 500 square feet. Tiny House Nation ...,43,,Series,"['John Weisbarth', 'Zack Giffin', 'Conrad Foxx', 'David Foxx']",
The Family,2019,,['Documentary'],6.4,3223,"An enigmatic Christian group known as The Family wields enormous influence in Washington, DC, in pursuit of its global ambitions.",249,,,"['Jeff Sharlet', 'James Cromwell', 'Doug Hampton', 'Lisa Getter']",
Wang-i doin nam-ja,2019,,"['Drama', 'History', 'Romance']",7.5,357,"The story takes place in Joseon period, when power struggles surrounding the throne had reached extreme levels. In order to escape those who plan to assassinate him, the King puts a clown, who looks exactly like him, on the throne.",80,,,"['Yeo Jin-gu', 'Se-yeong Lee', 'Kim Sang-kyung', 'Hae-hyo Kwon']",
Kyungwooui Soo,2020,,"['Drama', 'Romance']",6.7,223,"A romantic drama about a man and a woman who, due to a misunderstanding, have held a crush on each other for over 10 years.",70,,,"['Seong-wu Ong', 'Ye-Eun Shin', 'Eun-Jin Ahn', 'Baek Soo-Min']",
Chicago Party Aunt,2021,Ongoing,"['Animation', 'Comedy']",,,"Follows Diane Dunbrowski who is always the life of the party, and also known as the ""Chicago Party Aunt"".",30,,Series,"['Katie Rich', 'Michael Patrick Thornton', 'Lauren Ash', 'Ike Barinholtz']",
Eromanga Sensei,2017,Ongoing,"['Animation', 'Comedy', 'Drama']",5.4,1141,A young writer who works with an anonymous artist discovers that the artist is his little sister.,24,,Series,"['Yoshitsugu Matsuoka', 'Akane Fujita', 'Yui Ishikawa', 'Ibuki Kido']",
Melloga Chejil,2019,Ongoing,"['Comedy', 'Romance']",8.2,427,"A romantic comedy that depicts the daily lives of 30-year-old best friends Lim Jin Joo, Lee Eun Jung and Hwang Han Joo.",65,,Series,"['Woo-hee Chun', 'Jeon Yeo-bin', 'Han Ji-Eun', 'Jae-hong Ahn']",
Extreme Engagement,2019,Ongoing,['Reality-TV'],5.7,350,An engaged couple travels the world for a year to explore marriage customs in diverse cultures. Will the journey bring them closer or tear them apart?,,,Series,"['PJ Madam', 'Tim Noonan']",
Hotel Transylvania,2017,2020,"['Animation', 'Comedy', 'Family']",5.5,579,A TV adaptation of the 2012 feature film 'Hotel Transylvania.',21,,Series,"['Bryn McAuley', 'Evany Rosen', 'Gage Munroe', 'Joseph Motiki']",
The Thing About Jellyfish,,,['Drama'],,,"After Suzy's former best friend is lost from a drowning accident, Suzy knows something isn't right. Franny was the best swimmer Suzy ever knew. She embarks on this incredible journey and learns about life, death, and love.",,,,['Millie Bobby Brown'],['Wanuri Kahiu']
Happy Anniversary,2018,,['Comedy'],5.8,4026,A couple on their three-year anniversary need to decide whether to stay together or call it quits.,78,,I,"['Noël Wells', 'Ben Schwartz', 'Rahul Kohli', 'Joe Pantoliano']",['Jared Stern']
Sen Hiç Atesböcegi Gördün mü?,2021,,"['Comedy', 'Drama']",6.2,4193,"Rebellious, irreverent wunderkind Gülseren navigates loneliness, love and loss against the current of political turmoil and social change.",113,,,"['Ecem Erkek', 'Devrim Yakut', 'Engin Alkan', 'Merve Dizdar']",['Andaç Haznedaroglu']
The Naked Civil Servant,1975,,"['Biography', 'Comedy', 'Drama']",7.9,1630,"The life and times of Quentin Crisp, an outrageous and flamboyant homosexual, coming of age and growing into old age in conservative England.",77,,TV Movie,"['John Hurt', 'Liz Gebhardt', 'Patricia Hodge', 'Stanley Lebor']",['Jack Gold']
The Silent Sea,2021,Ongoing,"['Adventure', 'Drama', 'Horror']",,,A precarious future where Earth is running out of water. It follows a group of elite scientists who set off for the moon to retrieve some unknown samples from an abandoned research station.,,,Series,"['Bae Doona', 'Joon Lee', 'Gong Yoo', 'Heo Sung-tae']",
Romina,2018,,"['Horror', 'Thriller']",2.2,2123,A shocking assault inspires horrific violence when a group of teens encounters a girl from their school while camping in a remote spot.,77,,,"['Francisca Lozano', 'Arantza Ruiz', 'Oliver Nava', 'Claudia Zepeda']",['Diego Cohen']
The Worthy,2016,,"['Action', 'Adventure', 'Family']",5.1,1806,"After the vast majority of the world's water supply is lethally contaminated, a small group of survivors who have taken refuge near a rare clean water source are thrust into a deadly game of cat and mouse and must defend their lives from infiltrators who aren't what they seem.",99,,,"['Ali Suliman', 'Maisa Abd Elhadi', 'Mahmoud Al Atrash', 'Mohammad Al Ibrahimi']",['Ali F. Mostafa']
Roxanne Roxanne,2017,,"['Biography', 'Drama', 'Music']",6.2,2968,"In the late 80s/ early 1990s, the most feared battle MC in Queens, New York, was a fierce teenage girl with the weight of the world on her shoulders. At the age of 14, Lolita ""Roxanne ...",100,,,"['Chanté Adams', 'Nia Long', 'Mahershala Ali', 'Germar Terrell Gardner']",['Michael Larnell']
100 Humans,2020,Ongoing,['Reality-TV'],5.7,3456,"A social experiment where 100 individuals will be a part of interactive experiments exploring sex, happiness, torture and all the other aspects of being human.",,,Series,"['Komalpreet Kaur Batth', 'Haley Bockrath', 'Dylan George', 'Braxton Hale']",
Little Boxes,2016,,"['Comedy', 'Drama']",5.9,1785,"An interracial family struggles to adjust when they move from New York City to a small, predominately white town in Washington State.",84,,,"['Melanie Lynskey', 'Nelsan Ellis', 'Armani Jackson', 'Oona Laurence']",['Rob Meyer']
Nocturama,2016,,"['Drama', 'Thriller']",6.4,4659,"Some young folks, tired of the society they're living in, plan a bomb attack over Paris before taking shelter for a night in a shopping center.",130,0.03,,"['Finnegan Oldfield', 'Vincent Rottiers', 'Hamza Meziani', 'Manal Issa']",['Bertrand Bonello']
City of Tiny Lights,2016,,"['Crime', 'Drama', 'Mystery']",5.5,2279,"In the teeming, multicultural metropolis of modern-day London, a seemingly straightforward missing-person case launches a down-at-heel private eye into a dangerous world of religious fanaticism and political intrigue.",110,,,"['Riz Ahmed', 'Billie Piper', 'James Krishna Floyd', 'Cush Jumbo']",['Pete Travis']
Ricos de Amor,2020,,"['Comedy', 'Romance']",5.8,2288,"Rich kid Teto is determined to prove himself to Paula, his love interest. But when he tells her he grew up poor, the lie spins out of control.",104,,,"['Danilo Mesquita', 'Giovanna Lancellotti', 'Jaffar Bambirra', 'Lellê']","['Bruno Garotti', 'Jessica Blue']"
Trippin' with the Kandasamys,2021,,"['Comedy', 'Romance']",5.1,292,"To rekindle their marriages, best friends-turned-in-laws Shanthi and Jennifer plan a couples' getaway. But it comes with all kinds of surprises.",93,,,"['Mariam Bassa', 'Rushil Juglall', 'Vashir Kemraj', 'Alan Khan']",['Jayan Moodley']
